"Plot Title: 20946644"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20946644, SEN S/N: 20946644)","Coupler Detached (LGR S/N: 20946644)","Coupler Attached (LGR S/N: 20946644)","Host Connected (LGR S/N: 20946644)","Stopped (LGR S/N: 20946644)","End Of File (LGR S/N: 20946644)"
67,10/12/22 08:00:00 PM,26.818,,,,,
68,10/12/22 08:10:00 PM,26.818,,,,,
69,10/12/22 08:20:00 PM,26.793,,,,,
70,10/12/22 08:30:00 PM,26.793,,,,,
71,10/12/22 08:40:00 PM,26.793,,,,,
72,10/12/22 08:50:00 PM,26.818,,,,,
73,10/12/22 09:00:00 PM,26.818,,,,,
74,10/12/22 09:10:00 PM,26.842,,,,,
75,10/12/22 09:20:00 PM,26.842,,,,,
76,10/12/22 09:30:00 PM,26.842,,,,,
77,10/12/22 09:40:00 PM,26.842,,,,,
78,10/12/22 09:50:00 PM,26.867,,,,,
79,10/12/22 10:00:00 PM,26.867,,,,,
80,10/12/22 10:10:00 PM,26.867,,,,,
81,10/12/22 10:20:00 PM,26.842,,,,,
82,10/12/22 10:30:00 PM,26.842,,,,,
83,10/12/22 10:40:00 PM,26.842,,,,,
84,10/12/22 10:50:00 PM,26.818,,,,,
85,10/12/22 11:00:00 PM,26.818,,,,,
86,10/12/22 11:10:00 PM,26.818,,,,,
87,10/12/22 11:20:00 PM,26.818,,,,,
88,10/12/22 11:30:00 PM,26.818,,,,,
89,10/12/22 11:40:00 PM,26.818,,,,,
90,10/12/22 11:50:00 PM,26.818,,,,,
91,10/13/22 12:00:00 AM,26.793,,,,,
92,10/13/22 12:10:00 AM,26.793,,,,,
93,10/13/22 12:20:00 AM,26.793,,,,,
94,10/13/22 12:30:00 AM,26.793,,,,,
95,10/13/22 12:40:00 AM,26.769,,,,,
96,10/13/22 12:50:00 AM,26.769,,,,,
97,10/13/22 01:00:00 AM,26.769,,,,,
98,10/13/22 01:10:00 AM,26.744,,,,,
99,10/13/22 01:20:00 AM,26.744,,,,,
100,10/13/22 01:30:00 AM,26.744,,,,,
101,10/13/22 01:40:00 AM,26.744,,,,,
102,10/13/22 01:50:00 AM,26.744,,,,,
103,10/13/22 02:00:00 AM,26.720,,,,,
104,10/13/22 02:10:00 AM,26.720,,,,,
105,10/13/22 02:20:00 AM,26.720,,,,,
106,10/13/22 02:30:00 AM,26.695,,,,,
107,10/13/22 02:40:00 AM,26.695,,,,,
108,10/13/22 02:50:00 AM,26.695,,,,,
109,10/13/22 03:00:00 AM,26.695,,,,,
110,10/13/22 03:10:00 AM,26.695,,,,,
111,10/13/22 03:20:00 AM,26.671,,,,,
112,10/13/22 03:30:00 AM,26.671,,,,,
113,10/13/22 03:40:00 AM,26.671,,,,,
114,10/13/22 03:50:00 AM,26.646,,,,,
115,10/13/22 04:00:00 AM,26.646,,,,,
116,10/13/22 04:10:00 AM,26.646,,,,,
117,10/13/22 04:20:00 AM,26.646,,,,,
118,10/13/22 04:30:00 AM,26.646,,,,,
119,10/13/22 04:40:00 AM,26.646,,,,,
120,10/13/22 04:50:00 AM,26.646,,,,,
121,10/13/22 05:00:00 AM,26.646,,,,,
122,10/13/22 05:10:00 AM,26.646,,,,,
123,10/13/22 05:20:00 AM,26.646,,,,,
124,10/13/22 05:30:00 AM,26.646,,,,,
125,10/13/22 05:40:00 AM,26.646,,,,,
126,10/13/22 05:50:00 AM,26.646,,,,,
127,10/13/22 06:00:00 AM,26.671,,,,,
128,10/13/22 06:10:00 AM,26.671,,,,,
129,10/13/22 06:20:00 AM,26.646,,,,,
130,10/13/22 06:30:00 AM,26.671,,,,,
131,10/13/22 06:40:00 AM,26.695,,,,,
132,10/13/22 06:50:00 AM,26.744,,,,,
133,10/13/22 07:00:00 AM,26.769,,,,,
134,10/13/22 07:10:00 AM,26.793,,,,,
135,10/13/22 07:20:00 AM,26.867,,,,,
136,10/13/22 07:30:00 AM,26.940,,,,,
137,10/13/22 07:40:00 AM,26.989,,,,,
138,10/13/22 07:50:00 AM,27.014,,,,,
139,10/13/22 08:00:00 AM,27.014,,,,,
140,10/13/22 08:10:00 AM,27.063,,,,,
141,10/13/22 08:20:00 AM,27.063,,,,,
142,10/13/22 08:30:00 AM,27.087,,,,,
143,10/13/22 08:40:00 AM,27.112,,,,,
144,10/13/22 08:50:00 AM,27.136,,,,,
145,10/13/22 09:00:00 AM,27.161,,,,,
146,10/13/22 09:10:00 AM,27.210,,,,,
147,10/13/22 09:20:00 AM,27.235,,,,,
148,10/13/22 09:30:00 AM,27.284,,,,,
149,10/13/22 09:40:00 AM,27.308,,,,,
150,10/13/22 09:50:00 AM,27.333,,,,,
151,10/13/22 10:00:00 AM,27.382,,,,,
152,10/13/22 10:10:00 AM,27.407,,,,,
153,10/13/22 10:20:00 AM,27.431,,,,,
154,10/13/22 10:30:00 AM,27.481,,,,,
155,10/13/22 10:40:00 AM,27.505,,,,,
156,10/13/22 10:50:00 AM,27.554,,,,,
157,10/13/22 11:00:00 AM,27.579,,,,,
158,10/13/22 11:10:00 AM,27.604,,,,,
159,10/13/22 11:20:00 AM,27.628,,,,,
160,10/13/22 11:30:00 AM,27.653,,,,,
161,10/13/22 11:40:00 AM,27.653,,,,,
162,10/13/22 11:50:00 AM,27.653,,,,,
163,10/13/22 12:00:00 PM,27.628,,,,,
164,10/13/22 12:10:00 PM,27.653,,,,,
165,10/13/22 12:20:00 PM,27.604,,,,,
166,10/13/22 12:30:00 PM,27.579,,,,,
167,10/13/22 12:40:00 PM,27.604,,,,,
168,10/13/22 12:50:00 PM,27.579,,,,,
169,10/13/22 01:00:00 PM,27.579,,,,,
170,10/13/22 01:10:00 PM,27.579,,,,,
171,10/13/22 01:20:00 PM,27.579,,,,,
172,10/13/22 01:30:00 PM,27.579,,,,,
173,10/13/22 01:40:00 PM,27.604,,,,,
174,10/13/22 01:50:00 PM,27.579,,,,,
175,10/13/22 02:00:00 PM,27.579,,,,,
176,10/13/22 02:10:00 PM,27.579,,,,,
177,10/13/22 02:20:00 PM,27.579,,,,,
178,10/13/22 02:30:00 PM,27.604,,,,,
179,10/13/22 02:40:00 PM,27.628,,,,,
180,10/13/22 02:50:00 PM,27.628,,,,,
181,10/13/22 03:00:00 PM,27.604,,,,,
182,10/13/22 03:10:00 PM,27.604,,,,,
183,10/13/22 03:20:00 PM,27.604,,,,,
184,10/13/22 03:30:00 PM,27.579,,,,,
185,10/13/22 03:40:00 PM,27.554,,,,,
186,10/13/22 03:50:00 PM,27.530,,,,,
187,10/13/22 04:00:00 PM,27.530,,,,,
188,10/13/22 04:10:00 PM,27.505,,,,,
189,10/13/22 04:20:00 PM,27.481,,,,,
190,10/13/22 04:30:00 PM,27.456,,,,,
191,10/13/22 04:40:00 PM,27.431,,,,,
192,10/13/22 04:50:00 PM,27.431,,,,,
193,10/13/22 05:00:00 PM,27.407,,,,,
194,10/13/22 05:10:00 PM,27.382,,,,,
195,10/13/22 05:20:00 PM,27.358,,,,,
196,10/13/22 05:30:00 PM,27.333,,,,,
197,10/13/22 05:40:00 PM,27.308,,,,,
198,10/13/22 05:50:00 PM,27.308,,,,,
199,10/13/22 06:00:00 PM,27.284,,,,,
200,10/13/22 06:10:00 PM,27.284,,,,,
201,10/13/22 06:20:00 PM,27.259,,,,,
202,10/13/22 06:30:00 PM,27.259,,,,,
203,10/13/22 06:40:00 PM,27.259,,,,,
204,10/13/22 06:50:00 PM,27.235,,,,,
205,10/13/22 07:00:00 PM,27.235,,,,,
206,10/13/22 07:10:00 PM,27.210,,,,,
207,10/13/22 07:20:00 PM,27.210,,,,,
208,10/13/22 07:30:00 PM,27.186,,,,,
209,10/13/22 07:40:00 PM,27.186,,,,,
210,10/13/22 07:50:00 PM,27.161,,,,,
211,10/13/22 08:00:00 PM,27.161,,,,,
212,10/13/22 08:10:00 PM,27.136,,,,,
213,10/13/22 08:20:00 PM,27.136,,,,,
214,10/13/22 08:30:00 PM,27.112,,,,,
215,10/13/22 08:40:00 PM,27.087,,,,,
216,10/13/22 08:50:00 PM,27.063,,,,,
217,10/13/22 09:00:00 PM,27.038,,,,,
218,10/13/22 09:10:00 PM,27.014,,,,,
219,10/13/22 09:20:00 PM,26.989,,,,,
220,10/13/22 09:30:00 PM,26.965,,,,,
221,10/13/22 09:40:00 PM,26.940,,,,,
222,10/13/22 09:50:00 PM,26.916,,,,,
223,10/13/22 10:00:00 PM,26.916,,,,,
224,10/13/22 10:10:00 PM,26.891,,,,,
225,10/13/22 10:20:00 PM,26.891,,,,,
226,10/13/22 10:30:00 PM,26.891,,,,,
227,10/13/22 10:40:00 PM,26.891,,,,,
228,10/13/22 10:50:00 PM,26.891,,,,,
229,10/13/22 11:00:00 PM,26.867,,,,,
230,10/13/22 11:10:00 PM,26.867,,,,,
231,10/13/22 11:20:00 PM,26.867,,,,,
232,10/13/22 11:30:00 PM,26.867,,,,,
233,10/13/22 11:40:00 PM,26.867,,,,,
234,10/13/22 11:50:00 PM,26.867,,,,,
235,10/14/22 12:00:00 AM,26.842,,,,,
236,10/14/22 12:10:00 AM,26.842,,,,,
237,10/14/22 12:20:00 AM,26.842,,,,,
238,10/14/22 12:30:00 AM,26.842,,,,,
239,10/14/22 12:40:00 AM,26.842,,,,,
240,10/14/22 12:50:00 AM,26.818,,,,,
241,10/14/22 01:00:00 AM,26.818,,,,,
242,10/14/22 01:10:00 AM,26.818,,,,,
243,10/14/22 01:20:00 AM,26.793,,,,,
244,10/14/22 01:30:00 AM,26.793,,,,,
245,10/14/22 01:40:00 AM,26.793,,,,,
246,10/14/22 01:50:00 AM,26.793,,,,,
247,10/14/22 02:00:00 AM,26.793,,,,,
248,10/14/22 02:10:00 AM,26.769,,,,,
249,10/14/22 02:20:00 AM,26.769,,,,,
250,10/14/22 02:30:00 AM,26.744,,,,,
251,10/14/22 02:40:00 AM,26.744,,,,,
252,10/14/22 02:50:00 AM,26.744,,,,,
253,10/14/22 03:00:00 AM,26.720,,,,,
254,10/14/22 03:10:00 AM,26.720,,,,,
255,10/14/22 03:20:00 AM,26.720,,,,,
256,10/14/22 03:30:00 AM,26.695,,,,,
257,10/14/22 03:40:00 AM,26.695,,,,,
258,10/14/22 03:50:00 AM,26.695,,,,,
259,10/14/22 04:00:00 AM,26.671,,,,,
260,10/14/22 04:10:00 AM,26.671,,,,,
261,10/14/22 04:20:00 AM,26.671,,,,,
262,10/14/22 04:30:00 AM,26.671,,,,,
263,10/14/22 04:40:00 AM,26.671,,,,,
264,10/14/22 04:50:00 AM,26.671,,,,,
265,10/14/22 05:00:00 AM,26.646,,,,,
266,10/14/22 05:10:00 AM,26.646,,,,,
267,10/14/22 05:20:00 AM,26.646,,,,,
268,10/14/22 05:30:00 AM,26.646,,,,,
269,10/14/22 05:40:00 AM,26.646,,,,,
270,10/14/22 05:50:00 AM,26.646,,,,,
271,10/14/22 06:00:00 AM,26.646,,,,,
272,10/14/22 06:10:00 AM,26.646,,,,,
273,10/14/22 06:20:00 AM,26.646,,,,,
274,10/14/22 06:30:00 AM,26.646,,,,,
275,10/14/22 06:40:00 AM,26.695,,,,,
276,10/14/22 06:50:00 AM,26.744,,,,,
277,10/14/22 07:00:00 AM,26.818,,,,,
278,10/14/22 07:10:00 AM,26.891,,,,,
279,10/14/22 07:20:00 AM,26.965,,,,,
280,10/14/22 07:30:00 AM,27.038,,,,,
281,10/14/22 07:40:00 AM,27.087,,,,,
282,10/14/22 07:50:00 AM,27.136,,,,,
283,10/14/22 08:00:00 AM,27.186,,,,,
284,10/14/22 08:10:00 AM,27.235,,,,,
285,10/14/22 08:20:00 AM,27.259,,,,,
286,10/14/22 08:30:00 AM,27.284,,,,,
287,10/14/22 08:40:00 AM,27.333,,,,,
288,10/14/22 08:50:00 AM,27.358,,,,,
289,10/14/22 09:00:00 AM,27.407,,,,,
290,10/14/22 09:10:00 AM,27.456,,,,,
291,10/14/22 09:20:00 AM,27.505,,,,,
292,10/14/22 09:30:00 AM,27.554,,,,,
293,10/14/22 09:40:00 AM,27.579,,,,,
294,10/14/22 09:50:00 AM,27.653,,,,,
295,10/14/22 10:00:00 AM,27.702,,,,,
296,10/14/22 10:10:00 AM,27.751,,,,,
297,10/14/22 10:20:00 AM,27.801,,,,,
298,10/14/22 10:30:00 AM,27.825,,,,,
299,10/14/22 10:40:00 AM,27.875,,,,,
300,10/14/22 10:50:00 AM,27.924,,,,,
301,10/14/22 11:00:00 AM,27.974,,,,,
302,10/14/22 11:10:00 AM,28.023,,,,,
303,10/14/22 11:20:00 AM,28.023,,,,,
304,10/14/22 11:30:00 AM,27.998,,,,,
305,10/14/22 11:40:00 AM,27.974,,,,,
306,10/14/22 11:50:00 AM,27.949,,,,,
307,10/14/22 12:00:00 PM,27.924,,,,,
308,10/14/22 12:10:00 PM,27.924,,,,,
309,10/14/22 12:20:00 PM,27.899,,,,,
310,10/14/22 12:30:00 PM,27.875,,,,,
311,10/14/22 12:40:00 PM,27.850,,,,,
312,10/14/22 12:50:00 PM,27.825,,,,,
313,10/14/22 01:00:00 PM,27.801,,,,,
314,10/14/22 01:10:00 PM,27.776,,,,,
315,10/14/22 01:20:00 PM,27.751,,,,,
316,10/14/22 01:30:00 PM,27.751,,,,,
317,10/14/22 01:40:00 PM,27.727,,,,,
318,10/14/22 01:50:00 PM,27.751,,,,,
319,10/14/22 02:00:00 PM,27.751,,,,,
320,10/14/22 02:10:00 PM,27.751,,,,,
321,10/14/22 02:20:00 PM,27.801,,,,,
322,10/14/22 02:30:00 PM,27.801,,,,,
323,10/14/22 02:40:00 PM,27.825,,,,,
324,10/14/22 02:50:00 PM,27.850,,,,,
325,10/14/22 03:00:00 PM,27.875,,,,,
326,10/14/22 03:10:00 PM,27.850,,,,,
327,10/14/22 03:20:00 PM,27.850,,,,,
328,10/14/22 03:30:00 PM,27.875,,,,,
329,10/14/22 03:40:00 PM,27.875,,,,,
330,10/14/22 03:50:00 PM,27.899,,,,,
331,10/14/22 04:00:00 PM,27.875,,,,,
332,10/14/22 04:10:00 PM,27.850,,,,,
333,10/14/22 04:20:00 PM,27.850,,,,,
334,10/14/22 04:30:00 PM,27.825,,,,,
335,10/14/22 04:40:00 PM,27.801,,,,,
336,10/14/22 04:50:00 PM,27.776,,,,,
337,10/14/22 05:00:00 PM,27.751,,,,,
338,10/14/22 05:10:00 PM,27.727,,,,,
339,10/14/22 05:20:00 PM,27.702,,,,,
340,10/14/22 05:30:00 PM,27.677,,,,,
341,10/14/22 05:40:00 PM,27.653,,,,,
342,10/14/22 05:50:00 PM,27.628,,,,,
343,10/14/22 06:00:00 PM,27.604,,,,,
344,10/14/22 06:10:00 PM,27.604,,,,,
345,10/14/22 06:20:00 PM,27.579,,,,,
346,10/14/22 06:30:00 PM,27.579,,,,,
347,10/14/22 06:40:00 PM,27.554,,,,,
348,10/14/22 06:50:00 PM,27.554,,,,,
349,10/14/22 07:00:00 PM,27.530,,,,,
350,10/14/22 07:10:00 PM,27.530,,,,,
351,10/14/22 07:20:00 PM,27.505,,,,,
352,10/14/22 07:30:00 PM,27.481,,,,,
353,10/14/22 07:40:00 PM,27.481,,,,,
354,10/14/22 07:50:00 PM,27.456,,,,,
355,10/14/22 08:00:00 PM,27.456,,,,,
356,10/14/22 08:10:00 PM,27.431,,,,,
357,10/14/22 08:20:00 PM,27.407,,,,,
358,10/14/22 08:30:00 PM,27.382,,,,,
359,10/14/22 08:40:00 PM,27.358,,,,,
360,10/14/22 08:50:00 PM,27.333,,,,,
361,10/14/22 09:00:00 PM,27.308,,,,,
362,10/14/22 09:10:00 PM,27.284,,,,,
363,10/14/22 09:20:00 PM,27.259,,,,,
364,10/14/22 09:30:00 PM,27.235,,,,,
365,10/14/22 09:40:00 PM,27.210,,,,,
366,10/14/22 09:50:00 PM,27.186,,,,,
367,10/14/22 10:00:00 PM,27.161,,,,,
368,10/14/22 10:10:00 PM,27.136,,,,,
369,10/14/22 10:20:00 PM,27.136,,,,,
370,10/14/22 10:30:00 PM,27.136,,,,,
371,10/14/22 10:40:00 PM,27.161,,,,,
372,10/14/22 10:50:00 PM,27.161,,,,,
373,10/14/22 11:00:00 PM,27.161,,,,,
374,10/14/22 11:10:00 PM,27.161,,,,,
375,10/14/22 11:20:00 PM,27.161,,,,,
376,10/14/22 11:30:00 PM,27.161,,,,,
377,10/14/22 11:40:00 PM,27.161,,,,,
378,10/14/22 11:50:00 PM,27.161,,,,,
379,10/15/22 12:00:00 AM,27.161,,,,,
380,10/15/22 12:10:00 AM,27.161,,,,,
381,10/15/22 12:20:00 AM,27.161,,,,,
382,10/15/22 12:30:00 AM,27.161,,,,,
383,10/15/22 12:40:00 AM,27.161,,,,,
384,10/15/22 12:50:00 AM,27.161,,,,,
385,10/15/22 01:00:00 AM,27.136,,,,,
386,10/15/22 01:10:00 AM,27.136,,,,,
387,10/15/22 01:20:00 AM,27.136,,,,,
388,10/15/22 01:30:00 AM,27.136,,,,,
389,10/15/22 01:40:00 AM,27.161,,,,,
390,10/15/22 01:50:00 AM,27.161,,,,,
391,10/15/22 02:00:00 AM,27.161,,,,,
392,10/15/22 02:10:00 AM,27.161,,,,,
393,10/15/22 02:20:00 AM,27.136,,,,,
394,10/15/22 02:30:00 AM,27.136,,,,,
395,10/15/22 02:40:00 AM,27.136,,,,,
396,10/15/22 02:50:00 AM,27.161,,,,,
397,10/15/22 03:00:00 AM,27.136,,,,,
398,10/15/22 03:10:00 AM,27.136,,,,,
399,10/15/22 03:20:00 AM,27.136,,,,,
400,10/15/22 03:30:00 AM,27.136,,,,,
401,10/15/22 03:40:00 AM,27.136,,,,,
402,10/15/22 03:50:00 AM,27.136,,,,,
403,10/15/22 04:00:00 AM,27.136,,,,,
404,10/15/22 04:10:00 AM,27.136,,,,,
405,10/15/22 04:20:00 AM,27.136,,,,,
406,10/15/22 04:30:00 AM,27.136,,,,,
407,10/15/22 04:40:00 AM,27.136,,,,,
408,10/15/22 04:50:00 AM,27.136,,,,,
409,10/15/22 05:00:00 AM,27.136,,,,,
410,10/15/22 05:10:00 AM,27.136,,,,,
411,10/15/22 05:20:00 AM,27.136,,,,,
412,10/15/22 05:30:00 AM,27.136,,,,,
413,10/15/22 05:40:00 AM,27.136,,,,,
414,10/15/22 05:50:00 AM,27.136,,,,,
415,10/15/22 06:00:00 AM,27.136,,,,,
416,10/15/22 06:10:00 AM,27.161,,,,,
417,10/15/22 06:20:00 AM,27.161,,,,,
418,10/15/22 06:30:00 AM,27.161,,,,,
419,10/15/22 06:40:00 AM,27.210,,,,,
420,10/15/22 06:50:00 AM,27.235,,,,,
421,10/15/22 07:00:00 AM,27.284,,,,,
422,10/15/22 07:10:00 AM,27.308,,,,,
423,10/15/22 07:20:00 AM,27.333,,,,,
424,10/15/22 07:30:00 AM,27.358,,,,,
425,10/15/22 07:40:00 AM,27.382,,,,,
426,10/15/22 07:50:00 AM,27.407,,,,,
427,10/15/22 08:00:00 AM,27.431,,,,,
428,10/15/22 08:10:00 AM,27.431,,,,,
429,10/15/22 08:20:00 AM,27.431,,,,,
430,10/15/22 08:30:00 AM,27.456,,,,,
431,10/15/22 08:40:00 AM,27.431,,,,,
432,10/15/22 08:50:00 AM,27.431,,,,,
433,10/15/22 09:00:00 AM,27.431,,,,,
434,10/15/22 09:10:00 AM,27.431,,,,,
435,10/15/22 09:20:00 AM,27.456,,,,,
436,10/15/22 09:30:00 AM,27.431,,,,,
437,10/15/22 09:40:00 AM,27.456,,,,,
438,10/15/22 09:50:00 AM,27.481,,,,,
439,10/15/22 10:00:00 AM,27.505,,,,,
440,10/15/22 10:10:00 AM,27.505,,,,,
441,10/15/22 10:20:00 AM,27.554,,,,,
442,10/15/22 10:30:00 AM,27.554,,,,,
443,10/15/22 10:40:00 AM,27.604,,,,,
444,10/15/22 10:50:00 AM,27.628,,,,,
445,10/15/22 11:00:00 AM,27.677,,,,,
446,10/15/22 11:10:00 AM,27.702,,,,,
447,10/15/22 11:20:00 AM,27.727,,,,,
448,10/15/22 11:30:00 AM,27.751,,,,,
449,10/15/22 11:40:00 AM,27.801,,,,,
450,10/15/22 11:50:00 AM,27.825,,,,,
451,10/15/22 12:00:00 PM,27.850,,,,,
452,10/15/22 12:10:00 PM,27.875,,,,,
453,10/15/22 12:20:00 PM,27.899,,,,,
454,10/15/22 12:30:00 PM,27.924,,,,,
455,10/15/22 12:40:00 PM,27.949,,,,,
456,10/15/22 12:50:00 PM,27.924,,,,,
457,10/15/22 01:00:00 PM,27.899,,,,,
458,10/15/22 01:10:00 PM,27.875,,,,,
459,10/15/22 01:20:00 PM,27.899,,,,,
460,10/15/22 01:30:00 PM,27.875,,,,,
461,10/15/22 01:40:00 PM,27.875,,,,,
462,10/15/22 01:50:00 PM,27.850,,,,,
463,10/15/22 02:00:00 PM,27.850,,,,,
464,10/15/22 02:10:00 PM,27.850,,,,,
465,10/15/22 02:20:00 PM,27.875,,,,,
466,10/15/22 02:30:00 PM,27.875,,,,,
467,10/15/22 02:40:00 PM,27.875,,,,,
468,10/15/22 02:50:00 PM,27.899,,,,,
469,10/15/22 03:00:00 PM,27.899,,,,,
470,10/15/22 03:10:00 PM,27.875,,,,,
471,10/15/22 03:20:00 PM,27.850,,,,,
472,10/15/22 03:30:00 PM,27.825,,,,,
473,10/15/22 03:40:00 PM,27.776,,,,,
474,10/15/22 03:50:00 PM,27.776,,,,,
475,10/15/22 04:00:00 PM,27.727,,,,,
476,10/15/22 04:10:00 PM,27.727,,,,,
477,10/15/22 04:20:00 PM,27.677,,,,,
478,10/15/22 04:30:00 PM,27.653,,,,,
479,10/15/22 04:40:00 PM,27.628,,,,,
480,10/15/22 04:50:00 PM,27.628,,,,,
481,10/15/22 05:00:00 PM,27.604,,,,,
482,10/15/22 05:10:00 PM,27.579,,,,,
483,10/15/22 05:20:00 PM,27.554,,,,,
484,10/15/22 05:30:00 PM,27.530,,,,,
485,10/15/22 05:40:00 PM,27.505,,,,,
486,10/15/22 05:50:00 PM,27.481,,,,,
487,10/15/22 06:00:00 PM,27.456,,,,,
488,10/15/22 06:10:00 PM,27.431,,,,,
489,10/15/22 06:20:00 PM,27.407,,,,,
490,10/15/22 06:30:00 PM,27.407,,,,,
491,10/15/22 06:40:00 PM,27.382,,,,,
492,10/15/22 06:50:00 PM,27.382,,,,,
493,10/15/22 07:00:00 PM,27.358,,,,,
494,10/15/22 07:10:00 PM,27.358,,,,,
495,10/15/22 07:20:00 PM,27.358,,,,,
496,10/15/22 07:30:00 PM,27.333,,,,,
497,10/15/22 07:40:00 PM,27.333,,,,,
498,10/15/22 07:50:00 PM,27.333,,,,,
499,10/15/22 08:00:00 PM,27.333,,,,,
500,10/15/22 08:10:00 PM,27.308,,,,,
501,10/15/22 08:20:00 PM,27.259,,,,,
502,10/15/22 08:30:00 PM,27.235,,,,,
503,10/15/22 08:40:00 PM,27.186,,,,,
504,10/15/22 08:50:00 PM,27.161,,,,,
505,10/15/22 09:00:00 PM,27.112,,,,,
506,10/15/22 09:10:00 PM,27.063,,,,,
507,10/15/22 09:20:00 PM,27.014,,,,,
508,10/15/22 09:30:00 PM,26.989,,,,,
509,10/15/22 09:40:00 PM,26.940,,,,,
510,10/15/22 09:50:00 PM,26.916,,,,,
511,10/15/22 10:00:00 PM,26.867,,,,,
512,10/15/22 10:10:00 PM,26.842,,,,,
513,10/15/22 10:20:00 PM,26.793,,,,,
514,10/15/22 10:30:00 PM,26.744,,,,,
515,10/15/22 10:40:00 PM,26.744,,,,,
516,10/15/22 10:50:00 PM,26.793,,,,,
517,10/15/22 11:00:00 PM,26.818,,,,,
518,10/15/22 11:10:00 PM,26.842,,,,,
519,10/15/22 11:20:00 PM,26.867,,,,,
520,10/15/22 11:30:00 PM,26.891,,,,,
521,10/15/22 11:40:00 PM,26.891,,,,,
522,10/15/22 11:50:00 PM,26.916,,,,,
523,10/16/22 12:00:00 AM,26.916,,,,,
524,10/16/22 12:10:00 AM,26.940,,,,,
525,10/16/22 12:20:00 AM,26.940,,,,,
526,10/16/22 12:30:00 AM,26.916,,,,,
